day_of_week,hour,service_type,queue_length,people_arriving,people_served,active_counters,staff_available,average_service_time,capacity,holiday,current_crowd,waiting_time,future_crowd,crowd_level,year,month,day
4,1,0,15,3,1,2,4,9.661973589907754,2,0,18,71.22,19,1,2025,8,28
4,1,1,16,2,1,3,4,13.847765190754425,2,0,18,76.19,20,1,2025,8,28
4,1,1,18,3,1,2,2,11.8975004073385,2,0,21,109.05,24,1,2025,8,28
4,1,1,18,0,0,2,3,14.294262215802927,1,0,18,130.43,21,1,2025,8,28
4,1,0,19,4,3,4,5,9.033162107765396,4,0,23,46.22,24,1,2025,8,28
4,2,0,25,8,2,3,5,11.414433680861222,3,0,33,96.71,37,2,2025,8,28
4,2,3,26,2,1,1,2,5.72987541714458,2,0,28,148.29,26,1,2025,8,28
4,2,3,25,2,3,2,2,5.557602286966164,4,0,27,67.14,25,1,2025,8,28
4,2,2,24,2,3,3,3,7.922033641146037,4,1,26,65.15,28,1,2025,8,28
4,2,2,21,2,5,5,7,8.173079267332355,6,0,23,35.38,22,1,2025,8,28
4,2,1,24,4,1,3,4,12.062818850519552,2,0,28,94.62,29,1,2025,8,28
4,3,1,23,0,1,2,4,11.793717362625603,2,0,23,136.01,19,1,2025,8,28
4,3,2,19,1,5,5,7,8.663448558556185,6,1,20,36.64,18,1,2025,8,28
4,3,3,20,4,3,3,3,8.126467238631712,4,0,24,54.96,25,1,2025,8,28
4,3,0,21,4,3,5,6,9.91467940264373,5,0,25,40.93,23,1,2025,8,28
4,3,1,26,6,1,2,3,11.922674723285484,2,0,32,156.2,40,2,2025,8,28
4,3,0,27,4,3,4,5,11.1015249999041,4,0,31,74.04,30,1,2025,8,28
4,4,3,26,3,4,3,5,5.466726220502736,5,0,29,43.15,29,1,2025,8,28
4,4,1,23,0,3,4,5,10.215362754324246,4,0,23,59.87,17,1,2025,8,28
4,4,1,21,2,4,5,6,10.300209459484051,5,0,23,43.13,22,1,2025,8,28
4,4,2,20,3,4,3,5,6.582658248972898,5,0,23,44.69,19,1,2025,8,28
4,4,0,23,3,0,1,3,7.43885449975828,1,0,26,173.69,31,1,2025,8,28
4,4,2,26,8,5,4,5,7.1672239831718265,6,0,34,48.73,40,2,2025,8,28
4,5,2,27,5,4,4,6,8.234305515710496,5,0,32,59.9,35,1,2025,8,28
4,5,1,27,3,3,5,7,11.574035719101913,4,0,30,64.51,32,1,2025,8,28
4,5,3,24,2,5,2,4,3.4993040768500787,6,0,26,43.03,23,1,2025,8,28
4,5,0,28,4,0,1,3,10.743916868181277,1,0,32,297.91,37,2,2025,8,28
4,5,2,33,7,2,2,4,6.289475588314834,3,0,40,103.17,45,2,2025,8,28
4,5,3,29,0,4,3,5,4.862004948741202,6,1,29,45.49,28,1,2025,8,28
4,6,1,32,4,1,2,2,12.567835830813973,2,0,36,203.84,41,2,2025,8,28
4,6,3,29,3,6,4,4,4.842580726348772,8,0,32,39.35,27,1,2025,8,28
4,6,3,30,2,1,1,2,5.24235622118528,2,0,32,161.86,34,1,2025,8,28
4,6,0,32,4,2,3,4,11.957221791850296,3,0,36,127.63,38,2,2025,8,28
4,6,0,33,4,3,3,3,7.520576127131115,4,0,37,80.11,38,2,2025,8,28
4,6,0,31,1,3,4,6,9.447249157801805,4,0,32,72.79,31,1,2025,8,28
4,7,2,29,1,3,2,2,4.41710675835863,5,1,30,64.7,31,1,2025,8,28
4,7,3,25,3,7,3,3,3.0,10,0,28,27.28,24,1,2025,8,28
4,7,3,20,4,9,3,5,3.0,10,0,24,22.78,17,1,2025,8,28
4,7,2,21,4,3,3,3,7.532234687699857,4,0,25,54.82,26,1,2025,8,28
4,7,1,28,7,0,1,2,12.50542683384696,1,0,35,352.11,41,2,2025,8,28
4,7,1,29,4,3,4,5,11.151008292806123,4,0,33,81.34,32,1,2025,8,28
4,8,0,32,5,2,3,4,8.635316687529778,3,0,37,87.09,43,2,2025,8,28
4,8,2,35,3,0,1,2,6.977277318897211,1,0,38,247.4,44,2,2025,8,28
4,8,0,36,1,0,1,1,9.879305774766893,1,0,37,354.77,39,2,2025,8,28
4,8,0,37,4,3,5,6,11.687391179002624,4,0,41,85.99,42,2,2025,8,28
4,8,1,39,4,2,3,4,11.60369476139349,3,0,43,154.27,47,2,2025,8,28
4,8,1,36,1,4,5,5,10.24613491811158,5,0,37,73.71,32,1,2025,8,28
4,9,2,35,3,4,5,7,9.992026814896803,5,0,38,68.21,34,1,2025,8,28
4,9,0,42,7,0,1,2,12.504280658690533,1,0,49,525.59,53,2,2025,8,28
4,9,1,52,12,2,3,3,9.322312461006824,3,0,64,163.01,73,2,2025,8,28
4,9,1,62,10,0,1,1,10.41036004020718,1,0,72,643.39,85,2,2025,8,28
4,9,0,79,18,1,2,4,12.529199866425204,2,0,97,495.86,111,2,2025,8,28
4,9,1,87,10,2,3,3,11.531642241406876,3,0,97,333.86,108,2,2025,8,28
4,10,0,95,9,1,2,3,11.11251682052207,2,0,104,526.12,111,2,2025,8,28
4,10,3,103,10,2,2,4,6.330482366670668,3,0,113,324.33,122,2,2025,8,28
4,10,1,113,14,4,4,6,7.82731437552122,5,0,127,221.88,138,2,2025,8,28
4,10,0,115,3,1,2,3,8.866948872527587,2,1,118,510.53,118,2,2025,8,28
4,10,3,119,7,3,2,3,4.556629788845945,4,0,126,269.04,132,2,2025,8,28
4,10,1,125,10,4,5,6,9.497904097011258,5,0,135,236.19,141,2,2025,8,28
4,11,2,130,9,4,3,3,6.478350122329945,5,0,139,280.14,144,2,2025,8,28
4,11,0,138,9,1,2,4,8.42198140795842,2,0,147,576.86,157,2,2025,8,28
4,11,1,142,7,3,5,6,12.194668452785182,4,0,149,344.39,152,2,2025,8,28
4,11,1,151,9,0,1,1,11.465226808738027,1,0,160,1727.32,168,2,2025,8,28
4,11,1,165,14,0,1,3,11.513654687922015,1,0,179,1899.39,194,2,2025,8,28
4,11,1,169,5,1,3,5,12.263241904779312,2,0,174,691.77,177,2,2025,8,28
4,12,3,169,5,5,2,2,3.452942639934582,6,1,174,290.55,173,2,2025,8,28
4,12,1,179,12,2,4,4,12.338517031315568,3,0,191,549.64,199,2,2025,8,28
4,12,1,188,12,3,4,4,11.158798275016242,4,0,200,527.58,211,2,2025,8,28
4,12,1,199,12,1,2,4,13.206662058662346,2,0,211,1316.06,220,2,2025,8,28
4,12,3,203,5,1,1,1,5.082974127435536,2,0,208,1034.51,212,2,2025,8,28
4,12,3,208,7,2,1,3,3.763497187095573,3,0,215,779.71,223,2,2025,8,28
4,13,2,207,4,5,5,6,7.087182915520633,7,0,211,289.05,209,2,2025,8,28
4,13,2,204,2,5,5,7,7.788379659905543,6,0,206,316.14,202,2,2025,8,28
4,13,1,205,3,2,4,6,12.389340554205225,3,0,208,633.34,210,2,2025,8,28
4,13,0,204,3,4,5,5,9.95838809039563,5,0,207,405.33,209,2,2025,8,28
4,13,0,210,7,1,2,4,11.84160450184054,2,0,217,1248.07,220,2,2025,8,28
4,13,3,207,4,7,5,5,6.240279256417904,8,0,211,258.03,209,2,2025,8,28
4,14,1,216,10,1,3,3,12.082339084154784,2,0,226,869.28,235,2,2025,8,28
4,14,1,223,9,2,4,6,13.081476752968008,3,0,232,728.88,240,2,2025,8,28
4,14,1,232,9,0,1,3,12.055511845245238,1,0,241,2795.81,251,2,2025,8,28
4,14,1,244,14,2,5,6,14.628832464191238,3,0,258,712.27,268,2,2025,8,28
4,14,2,245,5,4,3,3,5.860863774060271,5,0,250,476.66,252,2,2025,8,28
4,14,0,250,5,0,1,3,8.62606249562823,1,0,255,2155.87,262,2,2025,8,28
4,15,2,244,1,7,5,6,6.068918631511218,8,0,245,298.65,240,2,2025,8,28
4,15,2,250,9,3,2,2,4.907449830227172,4,0,259,611.53,266,2,2025,8,28
4,15,2,255,9,4,4,4,7.630131019081848,5,0,264,489.13,268,2,2025,8,28
4,15,1,258,3,0,1,2,13.089355743200604,1,0,261,3374.87,265,2,2025,8,28
4,15,1,274,16,0,1,2,9.980801745202465,1,0,290,2733.16,308,2,2025,8,28
4,15,1,280,7,1,3,5,12.139653308414704,2,0,287,1131.16,292,2,2025,8,28
4,16,0,289,12,3,4,4,9.91668807485319,4,0,301,717.74,312,2,2025,8,28
4,16,1,296,9,2,4,5,14.616245776060982,3,0,305,1079.05,315,2,2025,8,28
4,16,2,296,3,3,3,3,7.229255071041329,4,0,299,717.32,301,2,2025,8,28
4,16,2,299,9,6,5,5,7.342968859506329,7,0,308,438.78,309,2,2025,8,28
4,16,1,313,16,2,3,3,11.67030012599018,3,0,329,1217.93,343,2,2025,8,28
4,16,1,323,10,0,1,2,11.58853884924298,1,0,333,3743.37,346,2,2025,8,28
4,17,2,338,16,1,1,1,4.3169745716134535,2,0,354,1460.05,366,2,2025,8,28
4,17,3,346,10,2,2,3,6.46840548701919,3,0,356,1121.68,363,2,2025,8,28
4,17,3,353,14,7,4,6,4.561248119483115,9,0,367,400.47,374,2,2025,8,28
4,17,2,353,1,1,1,2,6.351245581143266,2,0,354,2242.14,355,2,2025,8,28
4,17,0,362,9,0,1,2,9.911614462013894,1,0,371,3591.14,382,2,2025,8,28
4,17,1,363,4,3,4,5,11.228434084235063,4,1,367,1019.33,370,2,2025,8,28
4,18,2,358,3,8,5,6,5.56582354039198,9,0,361,398.41,357,2,2025,8,28
4,18,1,358,3,3,4,5,10.200418637305717,4,0,361,915.94,360,2,2025,8,28
4,18,0,360,2,0,1,2,11.380611223344632,1,0,362,4093.87,367,2,2025,8,28
4,18,0,360,4,4,4,4,8.730757343263093,5,0,364,788.88,367,2,2025,8,28
4,18,3,356,3,7,5,7,6.08474213545578,8,0,359,436.76,354,2,2025,8,28
4,18,1,358,2,0,1,2,8.201636655131448,1,0,360,2933.55,365,2,2025,8,28
4,19,2,352,0,6,5,5,7.535865070700002,7,0,352,532.12,348,2,2025,8,28
4,19,3,357,8,3,2,2,5.350887428654271,4,0,365,954.03,372,2,2025,8,28
4,19,3,350,0,7,5,6,6.189195927876429,8,0,350,432.41,343,2,2025,8,28
4,19,1,355,5,0,1,1,14.06835406692443,1,0,360,4995.31,366,2,2025,8,28
4,19,3,353,4,6,4,5,6.144341598798782,7,0,357,543.37,358,2,2025,8,28
4,19,2,351,3,5,5,7,8.385948241525458,6,0,354,588.62,352,2,2025,8,28
4,20,3,344,4,11,4,5,3.0,13,0,348,259.43,338,2,2025,8,28
4,20,0,347,3,0,1,1,9.35387370091332,1,0,350,3243.62,356,2,2025,8,28
4,20,1,345,0,2,4,6,11.885016547343644,3,0,345,1023.64,341,2,2025,8,28
4,20,2,345,1,1,1,3,4.130989121632627,2,1,346,1428.66,344,2,2025,8,28
4,20,1,353,8,0,1,3,11.252373620091197,1,0,361,3972.65,366,2,2025,8,28
4,20,1,354,4,3,5,7,11.6719132195258,4,0,358,822.23,356,2,2025,8,28
4,21,2,354,2,2,2,4,7.490673413129581,3,0,356,1324.88,359,2,2025,8,28
4,21,3,352,3,5,3,4,4.05987975516128,7,0,355,482.28,355,2,2025,8,28
4,21,1,351,2,3,5,6,11.341082549037866,4,0,353,797.87,352,2,2025,8,28
4,21,2,351,1,1,2,2,8.769307088334687,2,1,352,1538.35,349,2,2025,8,28
4,21,0,351,4,4,5,5,9.6213944680878,5,0,355,675.83,353,2,2025,8,28
4,21,0,347,1,5,5,5,9.037463118971502,6,1,348,625.95,345,2,2025,8,28
4,22,3,349,4,2,1,3,3.0,3,0,353,1048.47,357,2,2025,8,28
4,22,3,350,3,2,2,2,5.989278946234517,3,1,353,1045.24,355,2,2025,8,28
4,22,3,348,2,4,3,3,4.761491214230639,6,0,350,552.89,347,2,2025,8,28
4,22,2,343,4,9,4,6,3.757278510163724,11,0,347,321.33,345,2,2025,8,28
4,22,2,344,1,0,1,1,7.442646655835712,1,0,345,2562.17,347,2,2025,8,28
4,22,1,342,1,3,5,6,11.201204305923474,4,1,343,766.7,343,2,2025,8,28
4,23,1,344,4,2,4,5,11.77778546864865,3,0,348,1012.04,348,2,2025,8,28
4,23,3,338,0,6,5,7,6.261922444761458,8,0,338,422.1,330,2,2025,8,28
4,23,1,340,2,0,1,1,12.81203563135582,1,1,342,4354.71,346,2,2025,8,28
4,23,1,339,2,3,5,7,12.977250756189097,4,0,341,876.31,342,2,2025,8,28
4,23,0,341,2,0,1,3,11.87687464944529,1,0,343,4048.5,347,2,2025,8,28
4,23,2,337,2,6,5,5,6.77113815474858,7,0,339,455.47,333,2,2025,8,28
0,0,0,2,4,2,4,4,11.935533987534194,3,0,6,3.44,8,0,2025,8,29
0,0,0,5,3,0,1,3,9.53769326878434,1,0,8,48.58,12,0,2025,8,29
0,0,0,8,4,1,2,2,8.72253226968573,2,0,12,37.19,12,0,2025,8,29
0,0,0,8,3,3,4,5,10.89886831101127,4,0,11,23.06,8,0,2025,8,29
0,0,1,10,2,0,1,3,11.0683566559401,1,0,12,109.46,17,1,2025,8,29
0,0,1,12,2,0,1,2,11.62094951338588,1,0,14,140.7,17,1,2025,8,29
0,1,1,15,4,1,2,3,8.547802849992323,2,0,19,67.56,23,1,2025,8,29
0,1,0,13,2,4,5,6,9.79479178036018,5,0,15,27.81,11,0,2025,8,29
0,1,2,12,3,4,3,5,5.647274385494539,5,0,15,23.53,11,0,2025,8,29
0,1,1,17,5,0,1,2,11.517594828107692,1,0,22,197.78,29,1,2025,8,29
0,1,2,14,1,4,4,4,8.283869384225587,5,0,15,25.79,13,0,2025,8,29
0,1,3,14,5,5,5,7,6.884215881359388,7,0,19,20.55,16,1,2025,8,29
0,2,0,13,3,4,4,6,8.297292517363836,5,0,16,26.39,13,0,2025,8,29
0,2,2,13,0,0,1,3,7.964200272836779,1,0,13,103.73,15,0,2025,8,29
0,2,0,15,3,1,2,2,11.172087025268588,2,0,18,81.85,18,1,2025,8,29
0,2,2,14,2,3,2,3,4.663949518130799,4,0,16,33.4,13,0,2025,8,29
0,2,1,13,0,1,2,4,13.045227556722194,2,1,13,81.1,12,0,2025,8,29
0,2,1,12,4,5,5,5,8.896450611768344,6,0,16,26.2,15,0,2025,8,29
0,3,1,15,4,1,2,3,12.836277535907218,2,0,19,97.67,22,1,2025,8,29
0,3,1,20,8,3,5,5,13.746600385478231,4,0,28,55.59,33,1,2025,8,29
0,3,2,24,4,0,1,3,8.007282543340366,1,0,28,191.17,30,1,2025,8,29
0,3,3,28,5,1,1,3,4.142497369771653,2,0,33,117.99,40,2,2025,8,29
0,3,0,31,5,2,3,3,9.99958133402996,3,0,36,103.9,41,2,2025,8,29
0,3,0,34,5,2,4,4,12.782356140994654,3,0,39,106.04,45,2,2025,8,29
0,4,3,41,8,1,1,3,6.163634908108753,2,0,49,249.64,56,2,2025,8,29
0,4,3,33,5,13,5,5,3.458611076179172,14,0,38,24.11,31,1,2025,8,29
0,4,1,34,4,3,5,5,12.954258758327656,4,0,38,89.91,40,2,2025,8,29
0,4,1,32,1,3,5,6,10.330369622289586,5,0,33,68.41,31,1,2025,8,29
0,4,3,34,4,2,2,3,6.652676105086856,3,0,38,114.02,41,2,2025,8,29
0,4,3,33,3,4,4,6,6.590555489676021,6,0,36,55.52,33,1,2025,8,29
0,5,3,33,3,3,3,5,6.988987404394391,4,0,36,76.44,35,1,2025,8,29
0,5,0,31,0,2,4,4,13.526513833736132,3,0,31,104.49,29,1,2025,8,29
0,5,0,36,7,2,4,6,11.913112796059774,3,0,43,109.19,46,2,2025,8,29
0,5,0,41,5,0,1,2,11.30307513409465,1,0,46,464.36,49,2,2025,8,29
0,5,1,44,4,1,2,4,12.207098193628347,2,0,48,266.14,54,2,2025,8,29
0,5,2,45,1,0,1,3,7.90001949267239,1,0,46,353.22,49,2,2025,8,29
0,6,2,47,3,1,2,3,8.410600005863111,2,0,50,200.1,49,2,2025,8,29
0,6,2,48,4,3,3,3,7.642779041251792,4,0,52,124.1,51,2,2025,8,29
0,6,1,53,5,0,1,1,11.054990005270602,1,0,58,586.4,63,2,2025,8,29
0,6,2,54,2,1,2,4,8.852582114353712,2,0,56,242.08,59,2,2025,8,29
0,6,0,53,0,1,2,4,9.959690927992224,2,0,53,265.88,55,2,2025,8,29
0,6,1,49,0,4,5,5,11.033850688195256,5,0,49,109.19,43,2,2025,8,29
0,7,3,54,7,2,1,1,3.843860664707493,3,0,61,208.23,67,2,2025,8,29
0,7,0,58,5,1,2,4,8.353079586622158,2,0,63,244.03,64,2,2025,8,29
0,7,3,52,5,11,5,7,3.455793638949288,14,0,57,37.31,50,2,2025,8,29
0,7,1,52,4,4,5,5,10.323351666459072,5,0,56,102.99,58,2,2025,8,29
0,7,1,53,4,3,5,5,11.3930232535397,4,0,57,121.03,56,2,2025,8,29
0,7,0,55,2,0,1,2,9.992280777183693,1,0,57,547.68,58,2,2025,8,29
0,8,2,55,3,3,3,4,7.895525894210046,4,0,58,140.09,58,2,2025,8,29
0,8,1,60,8,3,4,5,10.33167333076033,4,0,68,153.41,73,2,2025,8,29
0,8,0,57,1,4,5,6,10.39108035948685,5,0,58,120.88,52,2,2025,8,29
0,8,1,63,6,0,1,3,11.734634875003946,1,0,69,737.04,77,2,2025,8,29
0,8,0,66,4,1,2,3,10.03126661118964,2,0,70,334.67,75,2,2025,8,29
0,8,1,67,2,1,2,3,11.779855976599722,2,0,69,396.02,68,2,2025,8,29
0,9,2,72,10,5,4,5,6.532314538824457,6,0,82,117.47,87,2,2025,8,29
0,9,1,75,3,0,1,1,11.302884270414769,1,0,78,847.07,82,2,2025,8,29
0,9,1,81,7,1,2,3,11.915651443590544,2,0,88,482.08,97,2,2025,8,29
0,9,1,90,12,3,4,6,11.08350868621694,4,0,102,249.81,111,2,2025,8,29
0,9,2,90,10,10,5,7,4.550221505634112,11,0,100,81.33,99,2,2025,8,29
0,9,2,97,10,3,4,6,9.043808729155826,4,0,107,216.44,116,2,2025,8,29
0,10,1,105,10,2,3,3,10.972793246044482,3,0,115,385.06,122,2,2025,8,29
0,10,1,108,7,4,5,7,10.505189524355032,5,0,115,227.59,117,2,2025,8,29
0,10,0,117,10,1,2,3,11.337398207152834,2,0,127,660.6,135,2,2025,8,29
0,10,2,119,5,3,4,4,8.040511405867667,5,1,124,239.41,125,2,2025,8,29
0,10,1,126,7,0,1,3,11.225601270196922,1,0,133,1414.11,139,2,2025,8,29
0,10,3,140,16,2,1,1,3.5749085135660508,3,0,156,501.23,172,2,2025,8,29
0,11,1,153,14,1,2,3,11.305703216355154,2,0,167,866.29,179,2,2025,8,29
0,11,1,155,5,3,5,7,12.687917783998405,4,0,160,389.62,162,2,2025,8,29
0,11,1,171,18,2,4,5,15.680931058667513,3,0,189,670.5,204,2,2025,8,29
0,11,3,185,18,4,3,3,5.712496195851387,5,0,203,349.41,219,2,2025,8,29
0,11,3,185,7,7,5,5,6.29336186688492,8,0,192,229.24,192,2,2025,8,29
0,11,0,198,16,3,3,5,8.02065843567166,4,0,214,526.37,229,2,2025,8,29
0,12,2,207,12,3,4,4,8.611988766440213,5,0,219,451.41,231,2,2025,8,29
0,12,2,220,14,1,1,1,5.788376943420094,2,0,234,1271.01,247,2,2025,8,29
0,12,0,230,10,0,1,3,8.409075098609833,1,0,240,1932.83,248,2,2025,8,29
0,12,2,231,1,0,1,3,8.102148821904317,1,0,232,1867.79,236,2,2025,8,29
0,12,1,241,10,0,1,2,11.54676638758906,1,0,251,2785.21,263,2,2025,8,29
0,12,0,247,7,1,2,2,10.927189407782771,2,0,254,1347.51,259,2,2025,8,29
0,13,3,246,5,6,5,6,7.572402193874479,7,0,251,369.48,253,2,2025,8,29
0,13,0,247,4,3,4,6,10.530143988774055,4,0,251,648.99,253,2,2025,8,29
0,13,2,249,8,6,5,6,6.336826263673297,8,0,257,316.56,262,2,2025,8,29
0,13,2,250,4,3,2,3,5.571398951383687,4,0,254,697.43,253,2,2025,8,29
0,13,1,253,3,0,1,2,13.295914365490082,1,0,256,3362.7,256,2,2025,8,29
0,13,0,249,1,5,5,5,8.779687217555976,6,0,250,436.1,247,2,2025,8,29
0,14,2,253,5,1,2,2,8.05921567516151,2,0,258,1022.48,260,2,2025,8,29
0,14,1,258,7,2,4,4,11.693590396251196,3,0,265,756.69,271,2,2025,8,29
0,14,0,260,5,3,5,6,11.143641977541176,4,0,265,576.02,265,2,2025,8,29
0,14,1,268,9,1,3,4,13.173697050165812,2,0,277,1176.27,287,2,2025,8,29
0,14,2,273,9,4,5,5,8.094911405173397,6,0,282,444.78,287,2,2025,8,29
0,14,3,281,14,6,2,3,3.0,7,0,295,419.28,304,2,2025,8,29
0,15,3,281,5,5,3,3,4.235660860140958,7,0,286,400.96,285,2,2025,8,29
0,15,0,291,10,0,1,2,9.645056493331062,1,0,301,2809.13,308,2,2025,8,29
0,15,3,287,3,7,3,5,3.0,10,0,290,286.04,283,2,2025,8,29
0,15,3,295,9,1,1,1,5.460371286917359,2,0,304,1607.81,314,2,2025,8,29
0,15,1,302,7,0,1,1,10.294376764013393,1,1,309,3108.33,319,2,2025,8,29
0,15,2,311,10,1,1,1,6.577157416733904,2,0,321,2044.01,332,2,2025,8,29
0,16,1,320,9,0,2,4,14.723279817382044,1,0,329,2355.11,340,2,2025,8,29
0,16,2,326,14,8,5,6,5.037332195508261,10,0,340,326.04,345,2,2025,8,29
0,16,2,331,5,0,1,3,7.016431139298268,1,0,336,2320.27,342,2,2025,8,29
0,16,1,341,10,0,2,4,13.457684529045087,1,0,351,2296.13,358,2,2025,8,29
0,16,0,351,14,4,5,7,10.23844907302683,5,0,365,720.58,378,2,2025,8,29
0,16,3,368,18,1,1,3,5.466292565252978,2,0,386,2011.37,403,2,2025,8,29
0,17,1,378,10,0,1,3,10.39016745164288,1,0,388,3925.84,399,2,2025,8,29
0,17,1,388,10,0,1,1,12.995211578463088,1,0,398,5040.48,406,2,2025,8,29
0,17,3,389,5,4,3,3,5.9963936655899,5,0,394,779.44,396,2,2025,8,29
0,17,1,397,9,1,2,3,11.12994264089311,2,0,406,2210.9,413,2,2025,8,29
0,17,1,406,9,0,1,2,10.830053598219312,1,0,415,4399.37,421,2,2025,8,29
0,17,0,408,5,3,4,6,10.323357573690132,4,0,413,1055.22,417,2,2025,8,29
0,18,1,407,2,3,5,7,11.347224100416083,4,0,409,925.19,408,2,2025,8,29
0,18,2,412,6,1,1,3,6.665740755248927,2,0,418,2746.72,423,2,2025,8,29
0,18,3,412,4,4,4,5,6.943551415609012,6,0,416,712.44,419,2,2025,8,29
0,18,3,407,3,8,5,5,4.775757356863844,10,0,410,388.71,402,2,2025,8,29
0,18,1,411,4,0,1,2,13.910584344838144,1,0,415,5719.22,418,2,2025,8,29
0,18,3,412,2,1,1,2,6.344261798576824,2,1,414,2614.02,415,2,2025,8,29
0,19,0,414,5,3,5,5,10.053478024426264,5,0,419,830.88,423,2,2025,8,29
0,19,1,420,6,0,1,1,10.357169298273057,1,0,426,4348.77,430,2,2025,8,29
0,19,1,422,4,2,4,4,14.756594781653682,3,0,426,1557.51,431,2,2025,8,29
0,19,1,424,4,2,5,5,16.546733687317648,3,0,428,1402.26,430,2,2025,8,29
0,19,1,425,2,1,2,3,12.735145916982807,2,0,427,2709.85,428,2,2025,8,29
0,19,1,429,4,0,1,1,12.100578171092089,1,0,433,5192.31,435,2,2025,8,29
0,20,3,429,6,6,4,6,4.854321946829375,8,0,435,521.91,433,2,2025,8,29
0,20,3,425,2,6,5,5,6.065540901934451,8,0,427,520.48,421,2,2025,8,29
0,20,1,424,0,1,2,3,10.168432162581643,2,0,424,2154.54,423,2,2025,8,29
0,20,3,422,5,7,4,4,3.993845947663407,10,0,427,423.07,423,2,2025,8,29
0,20,0,423,3,2,4,5,12.234222777213876,3,0,426,1290.98,427,2,2025,8,29
0,20,1,424,2,1,3,5,12.577041687754043,2,1,426,1774.6,426,2,2025,8,29
0,21,3,428,8,4,2,3,3.2467734700637707,6,0,436,693.33,439,2,2025,8,29
0,21,1,429,4,3,5,5,11.71006129111484,4,0,433,1005.59,431,2,2025,8,29
0,21,1,428,2,3,5,5,14.051197213176266,4,0,430,1204.8,427,2,2025,8,29
0,21,3,430,3,1,1,1,5.607992459577077,2,0,433,2409.73,438,2,2025,8,29
0,21,3,428,0,2,1,1,3.814993447249402,3,0,428,1636.09,423,2,2025,8,29
0,21,1,428,3,3,5,5,12.844226811061866,4,0,431,1098.85,430,2,2025,8,29
0,22,1,427,2,3,5,7,12.905791559899455,4,0,429,1106.96,430,2,2025,8,29
0,22,2,427,2,2,2,2,7.281290584099696,3,0,429,1550.92,432,2,2025,8,29
0,22,2,428,5,4,5,5,8.428470464065128,6,0,433,717.26,434,2,2025,8,29
0,22,3,423,3,8,4,6,3.5251312533897803,11,0,426,374.97,424,2,2025,8,29
0,22,3,417,4,10,4,4,3.565564540584274,11,0,421,373.82,416,2,2025,8,29
0,22,0,421,8,4,4,4,7.994455462058664,5,0,429,843.53,433,2,2025,8,29
0,23,2,417,2,6,3,4,4.354339965260893,7,1,419,610.85,416,2,2025,8,29
0,23,2,421,5,1,2,2,8.092918972203789,2,0,426,1702.68,432,2,2025,8,29
0,23,3,412,4,13,5,5,3.150462023055568,16,0,416,264.33,404,2,2025,8,29
0,23,1,414,2,0,1,1,12.587077640398924,1,0,416,5210.24,416,2,2025,8,29
0,23,0,418,6,2,3,5,10.458539272255903,3,0,424,1452.27,428,2,2025,8,29
0,23,2,422,5,1,2,4,8.210431172014067,2,0,427,1729.42,434,2,2025,8,29
2,0,3,2,3,1,1,1,6.016072092398879,2,0,5,15.12,10,0,2025,8,30
2,0,0,3,3,2,4,4,12.87718435151262,3,0,6,9.51,4,0,2025,8,30
2,0,1,4,2,1,3,3,13.094225588429545,2,0,6,15.98,6,0,2025,8,30
2,0,3,2,1,3,2,2,5.6763926162516745,4,0,3,3.7,0,0,2025,8,30
2,0,1,0,0,3,4,4,10.596321562993412,4,1,0,0.0,0,0,2025,8,30
2,0,3,0,2,2,2,4,7.648571940085857,3,0,2,0.0,5,0,2025,8,30
2,1,0,3,3,0,1,2,11.003209578426617,1,0,6,38.04,11,0,2025,8,30
2,1,0,0,0,3,4,4,10.436907242732818,4,0,0,0.0,0,0,2025,8,30
2,1,2,0,0,5,5,7,8.222868441120747,6,0,0,1.17,0,0,2025,8,30
2,1,1,1,4,3,5,7,11.912770161025836,4,0,5,0.0,6,0,2025,8,30
2,1,3,0,2,9,5,7,4.581490432945777,11,0,2,0.0,0,0,2025,8,30
2,1,1,4,6,2,4,4,12.183026132547274,3,0,10,12.35,14,0,2025,8,30
2,2,1,7,4,1,2,4,12.46985961868832,2,0,11,40.23,12,0,2025,8,30
2,2,0,4,2,5,5,7,8.53321692635118,6,0,6,7.31,0,0,2025,8,30
2,2,1,3,2,3,5,5,11.78226799233598,4,0,5,5.9,3,0,2025,8,30
2,2,1,5,3,1,3,3,12.004314094439165,2,0,8,19.06,8,0,2025,8,30
2,2,1,8,5,2,4,6,13.366663461857096,3,0,13,25.2,18,1,2025,8,30
2,2,3,5,2,5,3,3,4.0352523471701645,7,0,7,6.01,7,0,2025,8,30
2,3,0,6,1,0,1,1,9.102645685954174,1,0,7,53.54,5,0,2025,8,30
2,3,1,6,1,1,3,4,13.063239325204128,2,0,7,27.69,9,0,2025,8,30
2,3,2,2,1,5,4,4,6.662444720511129,6,0,3,3.64,0,0,2025,8,30
2,3,0,2,2,2,3,3,9.793158269958711,3,0,4,4.07,1,0,2025,8,30
2,3,3,0,4,10,5,7,3.6237740988512783,14,0,4,0.0,0,0,2025,8,30
2,3,1,1,2,1,3,5,12.1484825692482,2,0,3,0.78,3,0,2025,8,30
2,4,0,0,3,4,5,5,10.92975928482781,5,0,3,0.0,5,0,2025,8,30
2,4,3,2,3,1,1,2,4.0971553564359775,2,0,5,11.53,6,0,2025,8,30
