day_of_week,hour,service_type,queue_length,people_arriving,people_served,active_counters,staff_available,average_service_time,capacity,holiday,current_crowd,future_crowd,year,month,day
3,15,1,49,5,2,3,3,9.878231707614628,3,0,54,60,2025,10,26
6,16,2,274,9,5,5,5,7.848057038113845,6,0,283,290,2025,1,15
0,20,0,371,3,2,4,5,12.580321362328643,3,0,374,376,2025,7,4
3,21,0,57,2,4,5,5,10.180452927718244,5,0,59,58,2025,9,7
2,16,3,103,5,12,4,5,3.0,13,0,108,104,2025,11,15
1,11,1,123,5,2,5,7,14.569405506140384,3,1,128,129,2025,1,27
1,8,1,63,4,4,5,5,9.64087534070897,5,0,67,66,2025,10,13
3,11,3,34,2,9,5,7,5.163607056183777,10,0,36,31,2025,9,7
3,20,0,72,1,3,4,6,10.585567407544216,4,1,73,71,2025,11,23
1,9,1,30,5,4,5,5,10.50212412087963,5,0,35,39,2025,9,1
2,22,1,67,0,2,5,7,15.012992729627186,3,0,67,67,2025,2,1
2,15,0,75,6,3,3,4,7.563016527017157,4,0,81,81,2025,8,16
6,23,1,353,8,2,4,5,13.948619867747231,3,0,361,367,2025,8,27
1,18,0,311,5,1,2,4,9.219890609532142,2,0,316,319,2025,7,21
2,15,0,56,5,1,3,5,13.012078267948429,2,0,61,65,2025,12,6
1,23,2,359,0,3,5,5,11.2590042625495,4,0,359,359,2025,9,1
3,6,2,0,1,5,5,5,8.855418314427393,6,0,1,0,2025,2,2
3,6,1,7,1,0,1,1,11.842226951762244,1,0,8,11,2025,11,9
3,22,1,53,0,3,4,5,11.313822001755437,4,0,53,49,2025,7,6
5,3,0,29,2,4,5,6,10.368346102409872,5,0,31,27,2025,8,19
3,18,3,103,1,3,2,3,5.287547491720254,4,0,104,99,2025,6,8
2,15,1,51,3,3,4,6,10.852909988643454,4,0,54,53,2025,1,4
2,23,1,64,2,3,5,7,12.092156858907124,4,0,66,67,2025,10,18
2,6,1,3,5,2,4,5,13.074905316844449,3,0,8,10,2025,3,22
0,3,3,16,6,3,2,3,5.350797082517503,4,0,22,28,2025,11,21
3,15,1,68,3,0,1,2,12.635555520159194,1,0,71,71,2025,3,30
6,15,1,215,7,1,3,3,14.287403086538726,2,0,222,231,2025,6,11
2,13,1,22,2,1,3,3,12.030869443136403,2,0,24,25,2025,7,5
1,17,2,241,10,4,5,7,7.96985123097678,6,0,251,257,2025,5,19
4,21,1,394,2,0,1,1,10.728529795608845,1,0,396,401,2025,7,10
4,7,2,59,0,2,2,2,7.667255731945723,3,0,59,57,2025,5,15
6,5,3,10,4,9,5,5,4.5051943888855055,11,0,14,9,2025,8,20
5,15,1,224,12,2,4,5,11.486337682807616,3,0,236,243,2025,5,27
5,6,1,29,2,0,1,3,14.358495634573616,1,0,31,31,2025,10,21
5,4,3,24,4,1,1,1,5.27426423252796,2,0,28,29,2025,11,11
3,11,1,27,8,3,5,7,11.774841696732866,4,0,35,42,2025,5,4
4,8,3,63,3,2,2,4,6.128028539502318,3,0,66,66,2025,7,24
6,17,0,275,21,0,1,3,7.569027721772896,1,0,296,315,2025,3,26
5,22,1,356,4,2,3,3,11.394333712390551,3,0,360,359,2025,11,11
6,13,0,231,4,4,3,5,6.465593144493228,5,0,235,238,2025,3,19
1,16,2,294,14,3,3,4,7.483540720001338,4,0,308,321,2025,6,30
1,5,1,14,4,1,2,3,11.93912469878926,2,0,18,24,2025,7,7
2,3,3,0,0,4,3,3,6.254092755489128,5,0,0,0,2025,12,13
5,8,0,32,3,3,4,4,9.053906295555429,4,0,35,38,2025,3,25
1,21,1,383,4,1,2,2,12.274024896763024,2,0,387,393,2025,6,2
0,8,3,18,4,3,3,3,7.052130418671073,4,0,22,20,2025,8,8
3,6,1,0,1,1,3,5,12.509636976261412,2,0,1,3,2025,8,10
3,12,1,64,4,2,4,4,11.48136401344622,3,0,68,73,2025,6,29
2,13,1,52,1,2,4,4,13.145414788962109,3,0,53,54,2025,2,15
3,15,1,109,4,3,4,6,10.557729722429904,4,0,113,115,2025,2,2
4,3,2,31,0,5,5,7,7.7442203842842625,6,0,31,25,2025,4,17
1,6,1,53,5,1,2,4,13.041261322962942,2,0,58,61,2025,9,29
2,4,0,0,2,4,5,7,9.79364448595124,5,0,2,0,2025,8,23
6,21,1,388,6,4,4,6,8.733025244529424,5,0,394,396,2025,10,1
5,12,2,183,10,2,2,4,6.980635117920045,3,0,193,202,2025,9,9
1,7,1,58,7,0,1,2,12.268430019888168,1,0,65,73,2025,6,30
3,21,3,56,0,3,2,3,5.442104123169966,4,0,56,54,2025,3,30
2,16,1,89,6,2,4,6,14.622932962438853,3,0,95,98,2025,11,29
2,16,1,109,7,0,1,1,13.439549670892925,1,0,116,125,2025,3,1
2,22,2,62,4,6,4,4,5.187326360314615,8,0,66,64,2025,8,30
5,15,1,232,7,1,2,2,11.393687603784338,2,0,239,243,2025,1,7
2,0,1,2,2,0,1,3,8.208466485174444,1,0,4,6,2025,11,22
5,15,1,225,14,1,2,4,11.157451857480956,2,0,239,252,2025,2,18
1,12,0,189,5,1,2,2,13.231519716447876,2,0,194,200,2025,7,28
5,0,2,0,3,3,3,3,8.11201632894473,4,0,3,4,2025,8,19
5,10,2,160,18,0,1,2,9.14981648920302,1,0,178,199,2025,11,18
4,6,1,40,3,3,5,5,13.377252053342346,4,0,43,44,2025,4,24
3,20,3,88,2,4,2,2,4.23783701449924,5,0,90,86,2025,9,28
6,23,2,338,1,8,4,5,4.276742394860396,9,0,339,331,2025,11,12
2,8,3,0,2,2,2,3,6.3020866900937405,3,0,2,3,2025,7,19
5,3,0,0,1,4,4,4,8.569225354559858,5,0,1,0,2025,3,4
5,9,1,96,10,0,2,4,13.63312798000972,1,0,106,114,2025,4,8
3,1,3,0,2,10,5,6,4.29602574063828,12,0,2,0,2025,12,14
5,6,1,34,4,1,2,2,12.720246924782604,2,0,38,44,2025,1,21
6,19,2,368,4,4,5,6,7.860090684182484,6,0,372,372,2025,9,17
3,14,2,86,5,1,2,4,8.055938180723947,2,0,91,97,2025,1,5
5,16,1,288,9,1,2,4,12.78986708807284,2,0,297,305,2025,4,22
2,13,2,79,3,3,4,4,8.15706986944484,5,0,82,82,2025,10,4
6,16,1,276,10,0,1,3,12.413113755391164,1,0,286,293,2025,3,12
5,5,2,0,2,4,4,4,8.798358326894322,5,0,2,2,2025,5,20
4,4,1,32,3,1,3,4,13.038241523633712,2,0,35,35,2025,6,19
3,21,2,57,3,1,1,2,5.929376642554942,2,0,60,63,2025,7,6
1,6,3,41,4,1,1,3,4.325848677366138,2,0,45,46,2025,2,3
0,8,2,43,4,5,4,5,6.94075189498669,6,0,47,46,2025,1,17
0,3,0,17,4,1,3,4,12.20014451205608,2,0,21,22,2025,11,7
4,2,2,10,2,7,4,4,4.2577608592114204,9,0,12,10,2025,7,17
4,3,2,35,3,0,1,2,7.468885255572371,1,0,38,38,2025,5,8
4,9,1,86,7,1,2,4,12.206048629087917,2,0,93,98,2025,12,11
5,1,1,17,1,2,4,6,13.114870983997095,3,0,18,19,2025,5,20
3,11,3,20,5,2,2,3,6.658328302198688,3,0,25,29,2025,8,10
2,17,0,63,5,2,3,5,9.886097913140407,3,0,68,74,2025,7,5
2,13,1,56,3,2,3,4,11.544976532369,3,0,59,61,2025,5,3
2,12,1,65,7,0,1,2,12.84992515788034,1,0,72,76,2025,4,5
2,20,1,133,3,0,2,2,13.35053048804709,1,0,136,138,2025,1,11
4,9,0,97,1,0,1,3,9.266570018928723,1,1,98,96,2025,11,6
4,17,1,288,14,1,3,5,13.474290769177449,2,0,302,314,2025,3,13
6,20,1,340,4,2,4,4,15.207048225618628,3,0,344,346,2025,2,19
4,14,0,205,12,1,2,2,11.001434446238802,2,0,217,226,2025,4,17
4,8,3,62,3,2,1,2,3.6288633474878464,3,0,65,68,2025,4,17
3,15,1,25,6,0,1,2,11.812774665048847,1,0,31,36,2025,11,16
3,2,1,1,1,0,1,1,15.260710890861324,1,0,2,0,2025,9,14
0,4,1,40,1,4,5,5,9.59824899871799,5,0,41,35,2025,7,25
6,20,3,363,5,9,4,4,3.2735425588060365,12,0,368,366,2025,5,28
6,3,0,15,4,3,3,4,8.38482183405123,4,0,19,18,2025,8,20
0,18,0,378,5,3,4,6,9.30508864832854,4,0,383,386,2025,8,22
2,17,0,126,6,3,5,6,11.974403381328894,4,0,132,134,2025,3,1
4,22,2,266,4,1,1,3,5.3559914594945,2,0,270,276,2025,4,24
1,4,1,41,4,2,5,5,14.524524098591373,3,0,45,50,2025,7,14
2,18,2,87,0,4,5,6,9.247611277666673,5,1,87,83,2025,12,13
5,5,3,23,4,1,1,3,5.824105742169096,2,0,27,31,2025,1,7
3,23,1,91,1,3,5,7,10.659540608881136,5,0,92,92,2025,8,17
0,10,1,93,9,0,1,3,10.338398072371916,1,0,102,109,2025,12,5
5,17,1,321,14,1,2,3,9.995994208158232,2,0,335,346,2025,8,19
0,22,1,381,2,1,3,3,13.17912204463852,2,0,383,381,2025,7,4
5,10,1,107,3,3,5,5,13.046569405599344,4,0,110,111,2025,9,2
3,9,1,15,4,3,4,6,9.080875771536236,4,0,19,17,2025,6,22
2,15,2,85,1,0,1,2,6.784232804680919,1,0,86,90,2025,4,5
2,8,1,0,2,3,4,4,11.266458800455244,4,0,2,0,2025,6,28
0,12,0,153,1,1,2,4,9.546190655325836,2,0,154,154,2025,1,24
6,13,0,206,5,2,3,4,11.716602712785416,3,0,211,214,2025,7,2
0,17,0,309,9,1,2,4,8.137558641356115,2,0,318,328,2025,9,12
6,15,1,283,2,3,5,6,11.702967354586184,4,1,285,286,2025,6,25
6,9,1,38,5,2,4,5,12.222072134916282,3,1,43,46,2025,8,20
1,15,1,276,12,1,3,3,12.14225034590149,2,0,288,302,2025,6,30
0,14,1,116,16,4,5,6,10.996891434330209,5,0,132,147,2025,10,3
0,1,1,5,2,3,4,4,9.802620112399827,4,0,7,8,2025,5,9
5,8,3,65,3,2,1,2,3.971491969580676,3,0,68,69,2025,1,14
2,19,1,124,1,0,1,2,13.079716222996822,1,0,125,128,2025,9,27
1,1,2,17,3,3,3,4,8.470703782442303,4,0,20,20,2025,12,8
1,15,2,234,10,1,2,2,10.44416826594254,2,0,244,255,2025,6,23
6,1,0,10,2,3,5,7,11.295071501820832,4,1,12,14,2025,3,5
6,17,1,263,5,0,1,1,11.329847959076687,1,0,268,275,2025,1,1
6,2,2,22,2,4,4,5,8.713188983689399,5,1,24,21,2025,1,22
4,16,3,231,14,1,1,1,6.040800006362042,2,0,245,256,2025,4,24
4,22,2,335,4,1,1,2,6.395417328446493,2,0,339,344,2025,3,13
3,4,1,1,0,0,1,2,11.443681192098468,1,0,1,4,2025,8,17
4,11,1,132,7,1,2,4,11.4759826925776,2,0,139,143,2025,6,12
0,19,3,261,2,8,4,6,4.489420872611848,9,0,263,255,2025,4,18
5,0,1,8,8,2,4,6,11.956672102125186,3,0,16,25,2025,10,28
1,21,1,330,2,1,2,2,9.17585297979899,2,0,332,335,2025,11,24
5,12,1,163,4,0,1,3,13.9734630245644,1,1,167,172,2025,6,10
4,7,1,42,7,3,4,5,10.230925664096608,4,0,49,52,2025,5,8
3,12,1,59,3,1,2,3,10.04311120010985,2,0,62,62,2025,11,9
2,4,0,3,4,2,3,3,10.842781366419032,3,0,7,7,2025,11,22
4,10,1,146,12,2,4,6,15.19394478839432,3,0,158,167,2025,7,10
0,5,1,14,3,1,2,2,10.763522623453133,2,0,17,17,2025,2,14
4,18,1,297,0,1,2,2,10.896030042619737,2,0,297,293,2025,6,5
6,9,0,68,7,3,4,6,9.938667507321997,4,0,75,82,2025,3,5
1,20,0,333,0,2,3,3,9.65892556338146,3,0,333,330,2025,3,3
4,10,2,103,14,6,4,4,5.935954028195393,7,0,117,125,2025,9,4
2,23,2,55,2,7,5,6,6.225802441162586,8,0,57,55,2025,8,2
2,19,2,107,1,4,4,4,7.685643468680102,5,0,108,106,2025,7,26
6,3,1,35,1,0,1,3,10.063269693161509,1,0,36,35,2025,11,19
3,23,0,78,1,3,5,7,12.556315604395747,4,0,79,79,2025,3,2
0,17,3,301,9,10,5,6,4.203948584696581,12,0,310,310,2025,12,12
4,7,2,43,6,1,2,4,8.08533923828276,2,0,49,51,2025,10,2
6,10,1,125,9,1,2,2,9.78041206815838,2,0,134,144,2025,10,29
3,20,2,39,5,5,5,6,7.803148940685633,6,0,44,46,2025,3,9
1,14,2,265,21,9,5,5,5.169772613883588,10,0,286,299,2025,11,17
1,3,1,23,8,1,2,3,11.142387560255392,2,0,31,38,2025,1,27
1,0,3,2,5,3,2,4,5.292657967205734,4,0,7,10,2025,8,18
1,22,1,369,5,2,3,4,8.718457811181521,3,0,374,378,2025,7,28
6,23,0,408,2,1,2,4,8.661586873017814,2,0,410,412,2025,12,3
0,12,3,123,10,2,2,2,6.292063268639655,3,0,133,144,2025,10,17
3,10,3,24,8,2,2,4,7.8748692571465,3,0,32,40,2025,6,1
6,17,3,322,7,5,3,3,5.42236059401623,6,0,329,334,2025,2,12
5,13,2,206,7,0,1,3,7.278339624175767,1,0,213,223,2025,7,1
1,14,0,236,10,2,3,4,9.698336110221906,3,0,246,257,2025,10,13
3,10,3,21,8,5,3,5,4.703674180314213,6,0,29,33,2025,5,4
1,10,3,112,9,7,3,5,3.4088692759101766,9,0,121,123,2025,7,21
1,10,2,111,18,2,2,2,6.869339512630141,3,0,129,146,2025,7,28
0,15,3,274,14,5,5,6,7.27303193711994,7,0,288,300,2025,7,4
3,11,1,30,2,4,4,6,8.586114149595033,5,0,32,29,2025,9,14
6,2,3,3,3,3,2,3,5.492891115314335,4,0,6,3,2025,5,21
2,15,3,72,7,10,5,5,4.626468838945833,11,0,79,75,2025,7,26
1,19,1,241,1,1,2,3,9.369905936541626,2,0,242,242,2025,4,28
5,10,2,119,3,1,2,2,9.040315913454664,2,0,122,126,2025,9,2
6,11,2,143,5,2,2,4,7.565048844935845,3,0,148,152,2025,2,5
6,22,0,341,6,3,4,4,9.522444544985632,4,0,347,351,2025,3,5
0,4,1,10,2,2,3,4,11.574654149093352,3,0,12,9,2025,12,5
3,12,0,64,8,0,1,1,12.497642197479358,1,0,72,81,2025,3,2
4,19,3,357,8,3,2,2,5.350887428654271,4,0,365,372,2025,8,28
2,1,1,0,0,0,1,3,11.52212400203672,1,0,0,0,2025,4,5
0,4,1,17,5,3,5,5,11.328618620805852,4,0,22,27,2025,7,18
2,2,2,0,2,2,3,5,8.715182046875281,3,0,2,0,2025,3,22
2,4,3,0,0,9,5,6,4.983507983855034,10,0,0,0,2025,11,29
4,9,3,72,9,1,1,3,5.7464016516535885,2,0,81,86,2025,1,23
2,15,1,57,7,1,3,3,12.344456455939604,2,0,64,69,2025,1,4
6,21,1,327,2,2,3,4,11.17259849257148,3,0,329,327,2025,4,16
2,12,0,46,5,1,2,3,9.948898300177392,2,0,51,57,2025,11,8
3,6,3,0,5,7,5,5,5.553924359701648,9,0,5,5,2025,2,9
0,6,1,26,0,1,3,4,12.527482745784054,2,0,26,25,2025,10,17
2,15,0,92,1,1,2,4,9.04976862994326,2,0,93,93,2025,9,27
4,10,1,123,10,2,3,4,9.592943077846956,3,0,133,141,2025,5,1
1,14,0,176,9,3,5,6,10.232682809893468,5,0,185,190,2025,9,29
2,5,1,2,3,2,3,3,9.6105130148833,3,0,5,6,2025,8,2
5,0,2,6,3,1,1,3,4.714103796407602,2,0,9,13,2025,5,20
0,18,3,287,3,4,3,4,4.685794213178552,6,1,290,289,2025,11,21
0,1,3,0,0,9,4,4,3.851048600476849,10,0,0,0,2025,5,2
3,23,1,80,1,3,5,5,13.359091253256391,4,0,81,76,2025,3,2
3,11,1,56,6,2,3,5,11.533861634494029,3,0,62,69,2025,3,2
0,11,1,111,14,0,1,1,11.320754338800963,1,0,125,137,2025,1,24
4,2,2,0,0,5,4,5,6.801255608775652,6,0,0,0,2025,9,11
1,2,0,21,2,1,2,4,11.804980073976608,2,0,23,27,2025,2,10
6,4,0,37,6,3,5,6,9.990566159491395,5,0,43,49,2025,10,1
0,17,3,305,7,4,3,5,5.8243093903379615,5,0,312,318,2025,5,30
6,17,1,307,10,0,1,3,12.16453604333673,1,0,317,324,2025,8,27
1,20,2,275,3,1,1,1,6.442690399177648,2,0,278,282,2025,5,19
2,10,2,23,9,5,5,5,8.1088084671148,6,0,32,35,2025,5,10
1,20,0,341,5,2,3,3,10.64421830909447,3,0,346,348,2025,6,9
3,4,0,0,1,3,4,6,10.132176498738811,4,0,1,0,2025,12,14
4,5,1,16,1,1,3,3,13.889098869315438,2,0,17,19,2025,7,3
6,6,0,65,4,0,1,2,8.89116558459238,1,0,69,73,2025,4,30
0,22,1,300,9,1,2,3,13.285312177060788,2,0,309,320,2025,10,17
0,0,1,4,4,0,2,2,13.560934480231186,1,0,8,15,2025,5,16
4,13,3,165,1,1,1,2,5.5153645882472855,2,0,166,169,2025,7,3
5,18,3,356,4,3,2,4,4.465347241485654,4,0,360,358,2025,1,14
0,8,1,63,2,1,2,4,11.238351033442688,2,0,65,63,2025,3,21
1,18,2,255,3,5,4,4,6.615452206501852,6,0,258,259,2025,5,19
2,23,1,104,0,3,5,7,12.006498428128968,4,0,104,104,2025,11,8
1,6,0,22,4,3,4,5,9.678487242347735,4,0,26,24,2025,3,31
0,13,1,220,4,2,3,4,11.582431917648682,3,0,224,228,2025,2,21
3,1,1,0,2,4,4,5,7.930373008850846,5,0,2,2,2025,2,9
5,14,2,219,10,2,2,2,6.6130467444993055,3,0,229,234,2025,8,12
4,5,2,33,7,2,2,4,6.289475588314834,3,0,40,45,2025,8,28
0,15,3,197,7,6,5,5,6.134283604032724,8,0,204,204,2025,7,18
4,10,2,68,12,6,5,6,6.121186334999178,8,0,80,88,2025,4,24
5,7,1,75,3,2,3,5,9.64165809554312,3,0,78,82,2025,9,30
2,10,2,16,4,2,3,5,8.915935933445365,3,0,20,21,2025,8,23
6,15,3,317,12,11,5,7,4.266661129710911,12,0,329,332,2025,8,13
5,1,2,0,5,12,5,5,3.222847634552944,16,0,5,0,2025,7,15
2,7,3,0,3,9,5,7,3.815577973317674,13,0,3,0,2025,11,29
6,10,2,75,12,2,2,4,6.869295135592097,3,0,87,96,2025,11,5
5,1,0,28,4,1,2,3,12.798378605547946,2,0,32,33,2025,6,3
3,9,1,15,7,3,5,6,11.641965859177247,4,0,22,25,2025,3,23
6,11,2,184,9,0,1,3,7.434867557788806,1,0,193,200,2025,1,22
4,2,1,16,4,2,4,5,12.899828694146784,3,0,20,22,2025,4,3
0,18,2,285,2,4,4,4,6.303240851506903,6,0,287,285,2025,11,21
4,13,1,196,4,3,4,5,10.665145746107026,4,0,200,202,2025,6,12
0,9,0,62,10,0,1,1,10.084946532294312,1,0,72,82,2025,5,2
0,4,1,25,2,0,1,1,9.991021224554368,1,0,27,29,2025,3,14
0,7,1,54,4,4,5,5,10.895140667465125,5,0,58,56,2025,9,5
2,14,1,66,5,0,1,1,13.69110381493876,1,0,71,75,2025,10,18
0,5,0,9,4,2,3,3,10.33784990318258,3,0,13,13,2025,1,24
0,1,1,4,1,2,3,3,11.03069758066168,3,0,5,6,2025,4,25
5,20,0,362,6,0,1,2,7.696405041947689,1,0,368,377,2025,8,12
2,10,3,18,6,10,4,4,3.744599198989328,11,0,24,22,2025,2,15
2,5,2,2,1,1,1,1,6.084942762165686,2,0,3,2,2025,6,14
4,5,0,39,5,1,2,2,12.782012721581635,2,0,44,51,2025,4,10
1,20,1,375,4,2,5,6,15.31561709927784,3,0,379,378,2025,9,8
5,10,3,35,5,3,4,6,8.03086445473566,5,0,40,44,2025,4,1
1,18,2,357,4,3,3,5,6.855020662753717,4,0,361,362,2025,6,30
3,13,3,69,2,2,2,4,6.531696297868202,3,0,71,74,2025,3,23
4,12,0,171,7,3,3,3,7.883641252514455,4,0,178,182,2025,11,6
0,1,3,3,5,3,2,4,5.712013452785167,4,0,8,10,2025,12,5
6,1,3,9,4,6,5,6,5.648768007680884,9,0,13,12,2025,7,23
5,1,1,26,5,1,2,4,11.385507770962684,2,0,31,36,2025,7,8
0,11,1,138,14,1,3,4,12.189296939130408,2,0,152,164,2025,7,11
1,15,0,243,18,2,3,4,10.371068738754184,3,0,261,274,2025,11,24
0,10,1,70,10,2,4,6,13.272114770718566,3,0,80,85,2025,8,8
1,6,1,9,5,2,3,3,11.482392946549565,3,0,14,19,2025,2,24
4,23,1,411,2,0,2,3,14.177615043788435,1,0,413,413,2025,12,11
0,9,3,18,7,7,4,4,5.055088437807545,8,0,25,22,2025,5,30
5,1,1,28,3,1,3,5,12.042496181564044,2,0,31,35,2025,7,8
5,10,0,104,18,4,5,6,8.387832849398162,6,0,122,137,2025,9,2
4,19,1,340,3,1,3,5,13.735454951796756,2,0,343,348,2025,5,29
2,21,2,25,1,5,5,6,7.853042828979436,6,0,26,21,2025,5,31
6,23,0,441,4,2,3,3,9.127231175560144,3,0,445,444,2025,6,25
1,21,1,307,4,5,5,5,8.272003763153577,6,0,311,307,2025,3,24
6,4,3,2,4,5,4,6,6.699246706007537,6,0,6,3,2025,5,28
3,15,3,86,1,1,1,3,5.232963179671966,2,0,87,87,2025,6,22
4,21,1,307,4,2,4,6,12.50445131422996,3,0,311,311,2025,9,18
3,10,0,37,6,4,5,6,10.029001514667142,5,0,43,44,2025,6,15
0,8,2,41,5,4,4,6,7.915410648728613,5,0,46,49,2025,1,17
0,1,0,2,5,5,5,5,8.527266788040352,6,0,7,7,2025,3,21
1,12,0,203,9,3,4,4,11.383364319839076,4,0,212,221,2025,5,26
6,0,0,11,4,3,4,4,9.25843841169729,4,0,15,13,2025,3,5
6,1,0,17,6,3,5,6,10.229866023796824,5,0,23,27,2025,2,26
1,4,2,21,2,2,2,3,7.5774105375769665,3,0,23,26,2025,4,14
6,4,0,7,1,1,2,4,8.391819617029602,2,0,8,7,2025,12,10
2,0,1,2,2,0,1,1,10.423010831608106,1,0,4,6,2025,2,22
4,5,1,46,4,2,3,5,11.26287457765484,3,0,50,54,2025,11,13
1,0,0,15,4,2,3,3,10.290531880434935,3,0,19,24,2025,12,8
6,0,2,0,2,4,3,5,6.271403316638612,5,0,2,0,2025,2,19
0,19,0,311,4,3,4,4,11.307526849640992,4,0,315,318,2025,4,4
2,16,3,70,4,5,5,6,8.349991098512037,6,0,74,72,2025,4,26
6,7,3,34,0,5,4,5,6.243961544169297,6,0,34,29,2025,2,5
2,3,2,2,3,3,2,2,5.555778332336521,4,0,5,6,2025,7,5
3,7,1,0,2,3,5,5,12.543622794055004,4,0,2,0,2025,6,29
5,2,0,24,7,3,4,5,9.587589346069995,4,0,31,33,2025,9,2
6,12,3,127,16,7,5,5,5.546107914718792,9,0,143,149,2025,8,20
0,23,3,380,0,3,2,4,5.011077176546307,4,0,380,378,2025,1,10
4,5,3,27,7,11,4,4,3.0,13,0,34,27,2025,4,3
5,2,1,17,0,1,3,4,15.90151892525073,2,0,17,17,2025,10,21
2,22,1,30,5,2,3,3,11.69422776300812,3,0,35,40,2025,5,31
6,4,0,3,6,3,4,5,9.545268605837888,4,0,9,15,2025,7,23
6,22,2,377,4,4,3,3,6.546695351340158,5,0,381,384,2025,11,5
6,23,1,334,4,2,4,5,11.438853846769977,3,0,338,343,2025,11,26
3,8,0,2,2,0,1,1,8.037533063821277,1,0,4,9,2025,3,16
0,19,3,365,3,6,2,2,3.0,7,0,368,364,2025,2,7
5,23,2,354,4,4,4,5,6.176723804377351,6,0,358,358,2025,1,7
0,6,1,9,3,2,3,5,10.688999083134322,3,0,12,14,2025,8,8
6,2,0,29,1,3,5,5,13.875390310133437,4,0,30,27,2025,9,17
5,4,3,10,8,2,2,2,5.883744526666836,3,0,18,27,2025,4,1
5,16,1,237,12,1,3,3,13.048824196582908,2,0,249,260,2025,2,18
3,23,0,80,3,3,4,4,10.18903562613452,4,0,83,85,2025,8,10
2,21,2,61,2,6,3,5,4.55792395558644,7,0,63,58,2025,8,30
6,21,2,323,2,0,1,1,8.161502457598111,1,0,325,328,2025,1,8
1,15,1,302,3,0,1,3,12.285698673727726,1,0,305,305,2025,3,10
5,20,0,340,4,1,2,2,9.59136681377164,2,0,344,349,2025,7,29
2,21,2,30,2,4,3,3,6.23554645901666,5,1,32,33,2025,5,31
6,16,1,233,14,0,1,1,10.578169723461745,1,0,247,258,2025,3,12
1,14,0,252,7,3,4,6,8.629076486949678,5,0,259,265,2025,8,18
5,9,1,104,7,1,2,2,11.958623640603046,2,0,111,114,2025,7,1
0,15,2,265,9,3,3,4,7.281733811981839,4,0,274,283,2025,7,4
3,11,2,30,3,4,5,6,8.603982284215341,6,0,33,31,2025,5,11
2,10,1,2,3,3,4,6,9.759819438360342,4,0,5,8,2025,7,5
2,7,3,1,3,5,3,4,5.1270277070300745,6,0,4,5,2025,9,13
4,9,0,70,14,0,1,3,9.105220049939907,1,0,84,100,2025,10,23
4,12,2,171,9,3,5,6,9.827180741272423,5,0,180,188,2025,9,11
3,6,3,2,5,3,3,5,6.729550808010376,4,0,7,7,2025,3,23
3,23,0,59,1,3,5,5,12.567819879464412,4,0,60,60,2025,6,8
3,21,3,150,0,5,3,3,5.393307173567144,6,0,150,146,2025,1,19
6,1,1,14,1,3,4,4,10.03781961552612,4,0,15,10,2025,10,8
3,6,1,0,2,3,5,7,12.548731685202124,4,0,2,3,2025,3,30
4,19,0,361,4,4,5,7,10.83597406682376,5,0,365,368,2025,11,27
1,12,1,157,0,1,3,4,13.319571667926269,2,0,157,153,2025,1,20
5,14,2,213,9,2,2,4,6.168587631621567,3,0,222,226,2025,3,4
0,11,0,183,1,2,2,4,7.602070580393426,3,0,184,180,2025,6,6
2,3,1,0,1,3,4,6,10.2800320883919,4,0,1,0,2025,1,18
3,23,0,39,1,2,3,3,9.90948985284803,3,1,40,41,2025,1,26
2,13,3,40,2,4,4,5,6.715319420620111,6,0,42,42,2025,5,24
5,4,0,25,4,2,3,4,10.550136065890053,3,0,29,30,2025,11,18
6,14,0,206,1,1,2,3,11.521788926011368,2,0,207,208,2025,7,2
1,20,2,352,6,2,2,3,7.910772735897054,3,0,358,364,2025,8,11
5,1,1,14,4,1,3,5,12.444422434314914,2,0,18,23,2025,8,19
0,15,0,159,10,2,3,5,10.45626671293128,3,0,169,174,2025,10,3
5,14,1,161,14,2,4,5,12.652914226200108,3,0,175,185,2025,5,6
6,7,1,66,4,2,5,7,15.412384236204224,3,0,70,70,2025,8,6
6,13,1,173,1,0,1,3,7.598257714052121,1,0,174,174,2025,11,26
6,20,2,326,4,3,3,3,6.991083201352039,4,0,330,330,2025,1,15
2,6,2,7,3,1,1,3,4.9331440528096255,2,0,10,15,2025,5,17
4,19,3,319,2,3,2,3,5.001333299105122,4,0,321,318,2025,2,20
2,17,1,122,10,2,4,6,12.144771531983912,3,0,132,140,2025,5,24
1,16,2,286,1,3,3,4,6.784172113755981,4,0,287,282,2025,8,25
0,12,0,190,16,0,1,3,9.278824700573834,1,0,206,224,2025,7,4
6,22,2,358,5,6,5,7,6.970075489285817,7,0,363,362,2025,2,12
0,5,3,7,4,12,5,6,3.828727031776044,13,0,11,2,2025,8,1
4,11,3,146,10,3,2,4,4.425901533553276,5,0,156,161,2025,3,20
3,1,2,0,0,0,1,1,6.674640350736831,1,0,0,0,2025,1,12
5,0,3,5,3,1,1,3,5.019698529568061,2,0,8,13,2025,12,9
0,19,1,335,2,1,3,3,12.33456997860736,2,0,337,336,2025,5,9
0,15,3,264,3,6,5,7,6.065644464358243,8,1,267,263,2025,1,17
5,15,2,200,5,0,1,1,8.511658509767452,1,0,205,210,2025,11,25
2,2,1,0,2,3,5,7,13.68249326084601,4,0,2,3,2025,3,8
3,21,0,57,1,3,4,5,9.874153872302898,4,0,58,58,2025,9,21
4,16,1,232,2,1,2,3,10.10841965915085,2,1,234,232,2025,12,4
